from_address,to_address,distance_km,weight_kg,height_cm,width_cm,length_cm,delivery_option,transport_mode,cost,estimated_time_hours
Kolkata,Delhi,313,24.79,98.4,81.0,67.2,Normal,Rail,954.78,28.0
Delhi,Bangalore,747,43.27,8.0,69.9,92.0,Economy,Road,1230.91,49.4
Mumbai,Chennai,1808,6.46,28.3,34.2,99.0,Express,Rail,1660.33,35.3
Pune,Ahmedabad,1794,31.78,12.6,57.0,69.9,Normal,Air,13440.99,23.7
Kolkata,Bangalore,1854,42.93,34.6,34.1,47.6,Economy,Air,16373.19,19.9
Chennai,Delhi,351,72.19,74.6,44.1,68.8,Normal,Air,6823.0,5.0
Hyderabad,Ahmedabad,1078,13.75,43.4,97.9,60.7,Economy,Air,11436.52,21.3
Bangalore,Hyderabad,751,23.54,74.3,59.6,22.7,Normal,Rail,568.05,32.8
Bangalore,Kolkata,1159,53.74,21.6,19.8,29.1,Normal,Road,2937.52,38.4
Chennai,Delhi,351,48.71,47.9,28.1,57.4,Economy,Rail,406.54,20.0
Kolkata,Bangalore,1854,30.27,33.7,17.2,22.9,Express,Rail,2415.33,41.5
Delhi,Hyderabad,1334,22.98,52.9,66.3,84.6,Economy,Air,17149.29,23.2
Pune,Bangalore,1536,31.35,87.4,52.2,33.7,Economy,Road,2106.96,68.0
Bangalore,Chennai,1449,14.56,53.8,23.6,90.6,Normal,Rail,1007.0,30.3
Hyderabad,Ahmedabad,1078,17.19,16.3,57.3,36.1,Express,Air,6334.6,11.6
Mumbai,Ahmedabad,1164,97.13,57.6,40.6,39.3,Express,Road,8270.5,36.2
Bangalore,Kolkata,1159,20.95,86.1,60.8,34.5,Express,Road,3169.76,26.0
Chennai,Mumbai,528,96.07,11.2,29.5,41.6,Normal,Road,2639.51,21.9
Delhi,Chennai,365,69.07,88.2,59.6,75.7,Economy,Road,1241.08,20.4
Mumbai,Kolkata,1416,31.78,49.9,23.4,13.6,Economy,Rail,1128.34,41.5
Hyderabad,Ahmedabad,1078,35.96,23.6,10.1,11.0,Economy,Road,1454.4,52.9
Ahmedabad,Bangalore,1075,53.52,68.8,14.5,9.5,Express,Rail,2516.83,29.9
Hyderabad,Delhi,740,45.93,75.4,72.3,27.6,Normal,Rail,1119.15,31.5
Delhi,Kolkata,776,59.31,18.4,94.2,86.5,Express,Rail,2005.34,18.4
Mumbai,Kolkata,1416,91.78,81.4,7.2,97.3,Express,Air,47589.37,19.8
Mumbai,Chennai,1808,6.36,76.6,84.8,71.7,Express,Air,58511.46,9.3
Mumbai,Bangalore,1816,53.79,44.7,52.8,17.0,Express,Road,7520.81,54.3
Pune,Mumbai,1035,65.21,41.2,63.7,79.0,Economy,Road,2715.39,53.8
Mumbai,Hyderabad,478,0.89,37.8,26.9,67.9,Express,Air,2684.3,11.8
Delhi,Pune,1532,13.7,64.6,9.7,24.1,Economy,Road,763.41,72.4
Kolkata,Ahmedabad,996,34.29,51.9,17.2,81.5,Express,Rail,1671.9,21.8
Kolkata,Delhi,313,19.03,73.1,9.2,69.3,Express,Air,2020.59,22.7
Pune,Chennai,498,80.7,9.2,57.5,21.5,Economy,Rail,870.54,34.1
Ahmedabad,Delhi,555,45.39,81.4,70.8,62.7,Normal,Road,2092.93,34.0
Hyderabad,Bangalore,1863,39.52,70.3,24.4,13.9,Normal,Rail,2264.88,50.3
Bangalore,Kolkata,1159,56.11,55.4,93.0,47.1,Normal,Rail,1921.9,44.7
Bangalore,Chennai,1449,21.0,67.6,10.0,66.5,Economy,Air,5505.25,9.9
Bangalore,Kolkata,1159,38.53,92.6,50.8,61.0,Express,Rail,3234.14,27.9
Chennai,Mumbai,528,51.14,24.7,16.5,73.5,Normal,Air,6867.75,11.6
Bangalore,Kolkata,1159,17.26,73.2,32.5,12.0,Express,Road,1428.19,40.2
Hyderabad,Mumbai,618,31.11,17.2,27.7,39.0,Economy,Air,3775.09,6.9
Hyderabad,Ahmedabad,1078,22.5,67.5,42.4,5.7,Express,Rail,1171.05,25.3
Pune,Ahmedabad,1794,80.07,41.1,67.8,61.3,Economy,Rail,3636.62,63.5
Delhi,Pune,1532,88.65,54.9,20.7,56.0,Economy,Road,5461.74,64.9
Chennai,Bangalore,1818,89.88,53.9,45.6,74.1,Express,Rail,7330.96,34.7
Chennai,Kolkata,863,94.93,31.5,81.2,25.8,Normal,Air,19582.95,17.2
Hyderabad,Mumbai,618,8.4,39.0,24.1,94.1,Normal,Rail,340.0,26.7
Delhi,Kolkata,776,70.15,51.4,56.1,48.4,Normal,Road,2976.02,34.4
Pune,Hyderabad,1952,88.79,93.2,45.7,35.7,Economy,Air,35716.79,22.6
Pune,Delhi,1004,33.8,30.5,43.6,79.8,Economy,Rail,859.83,46.5
Pune,Bangalore,1536,53.17,45.5,93.9,5.8,Economy,Air,17821.55,18.6
Delhi,Chennai,365,83.59,42.6,23.2,8.6,Express,Rail,1393.73,11.5
Kolkata,Mumbai,1957,13.06,31.7,56.4,75.8,Normal,Air,13526.51,16.1
Chennai,Kolkata,863,63.03,77.8,46.4,70.9,Economy,Air,11693.26,12.3
Bangalore,Mumbai,707,91.04,57.6,11.8,86.2,Economy,Rail,1621.31,38.9
Pune,Bangalore,1536,98.68,51.2,93.2,36.0,Normal,Rail,4893.44,40.5
Pune,Chennai,498,61.7,46.6,86.3,93.5,Normal,Air,9738.32,6.0
Hyderabad,Ahmedabad,1078,21.02,92.9,86.0,33.4,Express,Road,3975.82,37.8
Hyderabad,Bangalore,1863,44.72,64.5,69.9,81.3,Normal,Air,31020.03,25.7
Hyderabad,Delhi,740,72.4,85.7,66.7,67.4,Express,Road,4585.18,26.5
Hyderabad,Kolkata,989,14.31,91.8,41.7,44.6,Economy,Air,6579.58,17.2
Kolkata,Hyderabad,1729,39.84,47.4,62.9,84.1,Normal,Rail,2383.82,45.7
Mumbai,Kolkata,1416,50.73,48.3,40.6,11.5,Express,Air,27950.44,21.8
Delhi,Ahmedabad,354,21.0,14.5,92.2,63.9,Economy,Air,1563.92,15.5
Hyderabad,Ahmedabad,1078,57.25,30.9,47.3,38.3,Normal,Air,16656.68,13.4
Kolkata,Hyderabad,1729,61.47,66.6,72.3,65.7,Normal,Road,5999.29,56.1
Ahmedabad,Chennai,1240,33.96,44.0,58.5,95.3,Express,Road,4863.82,36.9
Chennai,Bangalore,1818,40.79,95.2,27.9,87.2,Normal,Road,4092.73,51.6
Chennai,Hyderabad,801,5.25,16.7,36.6,29.0,Normal,Road,221.47,29.7
Mumbai,Pune,1509,89.5,29.9,56.0,17.7,Normal,Rail,4025.98,37.2
Mumbai,Ahmedabad,1164,34.59,66.6,74.5,51.3,Economy,Rail,1431.8,42.8
Bangalore,Kolkata,1159,66.69,19.4,86.8,56.0,Normal,Rail,2343.25,38.1
Hyderabad,Bangalore,1863,74.81,33.6,51.3,93.2,Economy,Air,27365.69,24.8
Kolkata,Hyderabad,1729,64.21,78.8,44.0,27.6,Express,Air,42924.43,12.7
Chennai,Delhi,351,2.32,14.7,43.0,61.3,Normal,Air,709.44,24.2
Ahmedabad,Hyderabad,1430,81.03,82.9,28.3,32.6,Express,Rail,5437.08,40.8
Bangalore,Ahmedabad,1506,93.91,40.4,77.8,8.5,Normal,Road,6634.36,46.1
Mumbai,Bangalore,1816,35.12,69.4,67.6,8.7,Economy,Rail,1607.11,62.6
Kolkata,Ahmedabad,996,3.83,56.6,71.6,21.9,Express,Rail,765.94,32.8
Delhi,Chennai,365,75.05,39.7,82.0,27.5,Express,Air,10116.78,9.5
Bangalore,Pune,1219,43.13,100.0,40.0,69.0,Normal,Air,16913.67,16.2
Ahmedabad,Mumbai,1398,13.72,56.1,30.7,13.1,Economy,Road,813.39,74.8
Chennai,Ahmedabad,585,27.57,9.5,49.5,86.4,Economy,Rail,397.55,24.6
Pune,Ahmedabad,1794,67.4,26.4,50.6,78.3,Express,Rail,5377.68,27.5
Kolkata,Ahmedabad,996,96.34,23.6,77.9,97.5,Express,Road,7432.92,36.3
Bangalore,Pune,1219,36.74,64.7,85.1,58.3,Economy,Rail,2000.07,54.0
Hyderabad,Mumbai,618,94.88,68.6,27.5,74.3,Express,Rail,2748.14,14.5
Pune,Bangalore,1536,93.93,14.9,82.0,68.9,Economy,Road,5281.16,66.4
Delhi,Pune,1532,38.07,92.7,60.6,80.0,Express,Air,54797.65,12.7
Kolkata,Bangalore,1854,97.69,77.1,47.9,30.1,Express,Rail,7950.66,29.4
Hyderabad,Ahmedabad,1078,81.99,31.6,92.8,15.4,Economy,Air,17791.32,25.6
Hyderabad,Chennai,869,21.78,92.5,22.8,96.8,Express,Rail,1483.11,30.1
Mumbai,Hyderabad,478,59.51,47.2,95.4,45.7,Normal,Road,1432.83,34.1
Mumbai,Delhi,1685,38.51,17.8,7.7,12.1,Express,Air,23086.8,11.6
Chennai,Ahmedabad,585,11.57,47.1,56.5,91.6,Economy,Road,1027.09,41.4
Kolkata,Bangalore,1854,90.84,9.4,59.4,99.2,Express,Air,62943.91,17.3
Ahmedabad,Bangalore,1075,14.87,62.4,5.2,45.0,Normal,Air,4266.73,9.9
Mumbai,Bangalore,1816,15.15,31.8,54.7,54.0,Express,Road,2638.9,41.1
Bangalore,Chennai,1449,23.01,83.6,20.4,85.3,Express,Rail,2009.38,28.7
Kolkata,Chennai,869,59.09,12.9,8.5,73.2,Express,Road,3935.32,33.4
Kolkata,Pune,1165,79.86,8.2,58.6,72.4,Normal,Air,21005.25,13.0
Mumbai,Hyderabad,478,96.15,47.8,10.0,57.5,Express,Rail,2092.45,17.1
Delhi,Kolkata,776,39.43,95.7,48.9,21.6,Normal,Road,1397.39,40.5
Delhi,Pune,1532,87.53,95.5,43.1,5.3,Economy,Road,5281.71,79.3
Ahmedabad,Delhi,555,79.37,53.9,18.4,85.1,Express,Road,3104.88,25.6
Kolkata,Mumbai,1957,68.4,64.0,12.9,43.8,Normal,Road,7208.82,52.9
Kolkata,Delhi,313,91.87,40.9,25.7,70.6,Normal,Road,1301.46,12.9
Chennai,Pune,757,76.63,19.3,56.6,23.0,Express,Rail,2541.3,25.3
Ahmedabad,Kolkata,461,58.03,93.5,37.2,77.0,Express,Rail,1107.52,11.5
Ahmedabad,Hyderabad,1430,3.17,8.1,44.0,47.9,Economy,Air,938.11,26.2
Pune,Chennai,498,33.33,96.5,29.1,81.9,Express,Air,8685.01,9.5
Pune,Kolkata,841,26.26,76.8,48.1,84.1,Normal,Rail,1682.3,19.0
Pune,Delhi,1004,22.83,35.8,95.6,85.1,Express,Air,21734.18,22.3
Mumbai,Hyderabad,478,76.37,77.2,9.2,26.5,Normal,Air,9657.81,19.5
Ahmedabad,Delhi,555,91.28,98.4,90.1,30.1,Normal,Road,2674.61,22.9
Chennai,Kolkata,863,30.7,88.0,46.7,81.2,Economy,Air,10581.01,6.9
Hyderabad,Pune,489,29.31,50.9,48.2,79.0,Express,Rail,907.18,15.9
Ahmedabad,Bangalore,1075,83.28,15.0,9.9,95.6,Express,Rail,3941.82,24.7
Hyderabad,Bangalore,1863,34.47,19.2,58.7,48.3,Economy,Rail,1597.67,58.0
Kolkata,Hyderabad,1729,2.96,24.3,6.0,53.2,Express,Rail,231.61,31.9
Pune,Bangalore,1536,72.49,74.2,22.3,87.2,Express,Air,44784.78,16.4
Pune,Ahmedabad,1794,55.01,8.2,77.9,47.1,Normal,Rail,2924.54,34.0
Bangalore,Kolkata,1159,56.72,83.4,18.7,26.2,Normal,Air,15395.09,21.6
Ahmedabad,Chennai,1240,67.17,13.1,94.9,77.1,Normal,Road,3856.38,39.0
Chennai,Bangalore,1818,54.19,90.6,92.0,32.3,Economy,Road,3698.42,83.0
Delhi,Mumbai,361,61.87,93.3,29.0,41.0,Normal,Air,6018.85,23.8
Pune,Kolkata,841,98.5,29.6,26.5,92.1,Normal,Air,20062.61,12.4
Pune,Delhi,1004,77.96,61.9,13.6,53.1,Economy,Rail,1959.45,42.5
Kolkata,Delhi,313,53.34,83.7,37.0,55.5,Normal,Road,769.1,25.2
Chennai,Delhi,351,17.09,38.3,34.5,18.6,Economy,Rail,136.7,27.9
Kolkata,Mumbai,1957,36.83,81.1,50.6,86.7,Normal,Air,35022.91,19.2
Chennai,Hyderabad,801,18.45,26.7,61.1,17.4,Economy,Road,636.98,37.2
Mumbai,Kolkata,1416,96.9,90.8,58.2,96.6,Economy,Air,30508.31,19.2
Ahmedabad,Kolkata,461,52.69,51.0,92.4,54.3,Economy,Air,4446.34,21.6
Hyderabad,Pune,489,41.16,59.7,15.7,92.0,Express,Rail,871.26,9.4
Bangalore,Pune,1219,18.68,57.9,5.6,5.4,Normal,Road,1184.45,42.3
Hyderabad,Ahmedabad,1078,8.39,94.2,19.0,20.1,Express,Air,3562.7,23.1
Hyderabad,Delhi,740,36.97,30.8,42.8,55.3,Express,Road,2116.9,18.6
Kolkata,Bangalore,1854,41.8,88.1,35.4,75.3,Economy,Rail,1952.43,63.5
Kolkata,Delhi,313,17.5,9.8,87.4,42.8,Normal,Air,1481.27,19.3
Bangalore,Mumbai,707,1.83,96.9,53.2,51.9,Economy,Air,7650.1,20.2
Chennai,Bangalore,1818,5.37,13.4,29.7,47.3,Express,Road,692.53,36.7
Hyderabad,Kolkata,989,70.52,64.0,48.7,14.1,Economy,Air,12852.08,19.1
Ahmedabad,Hyderabad,1430,13.66,63.7,38.3,59.3,Economy,Road,1770.4,68.4
Hyderabad,Mumbai,618,24.21,72.0,97.1,47.7,Economy,Rail,1004.14,35.6
Hyderabad,Kolkata,989,16.57,91.4,37.6,96.6,Express,Rail,3199.91,17.8
Bangalore,Pune,1219,60.63,47.1,31.8,20.7,Economy,Rail,1714.99,43.2
Mumbai,Pune,1509,96.34,91.9,33.4,82.0,Economy,Air,28563.95,15.3
Mumbai,Kolkata,1416,92.6,27.6,11.7,33.5,Express,Rail,6169.08,38.1
Pune,Hyderabad,1952,79.05,50.6,88.8,29.5,Economy,Air,29661.96,16.9
Kolkata,Ahmedabad,996,89.73,54.3,20.7,97.6,Normal,Rail,2668.56,28.2
Kolkata,Mumbai,1957,89.49,87.3,66.5,84.3,Express,Air,65321.87,12.3
Chennai,Hyderabad,801,30.03,32.8,60.2,44.8,Economy,Air,4359.14,11.9
Mumbai,Bangalore,1816,70.05,50.9,50.4,17.1,Economy,Rail,2980.97,65.8
Delhi,Mumbai,361,36.91,61.4,92.7,26.0,Express,Road,910.01,25.0
Kolkata,Pune,1165,63.14,10.6,14.5,36.5,Normal,Road,3390.1,49.4
Delhi,Pune,1532,18.64,34.5,11.3,51.7,Normal,Rail,868.96,48.6
Mumbai,Kolkata,1416,26.96,92.2,80.7,25.7,Normal,Air,13612.94,15.9
Kolkata,Mumbai,1957,16.21,56.2,28.0,80.4,Express,Rail,2280.25,45.9
Ahmedabad,Pune,900,47.93,93.8,98.4,28.7,Express,Road,3783.29,34.1
Delhi,Hyderabad,1334,30.47,74.2,27.4,35.8,Economy,Air,7646.17,8.4
Chennai,Hyderabad,801,97.15,10.3,33.6,48.1,Economy,Air,14977.51,16.3
Bangalore,Pune,1219,73.89,35.9,29.7,94.1,Express,Rail,3790.62,25.5
Ahmedabad,Kolkata,461,14.79,72.0,10.8,46.1,Normal,Rail,222.79,15.2
Bangalore,Hyderabad,751,57.67,60.8,31.3,86.1,Express,Air,16533.54,24.8
Hyderabad,Mumbai,618,51.58,58.0,26.1,48.4,Economy,Air,5863.49,6.1
Ahmedabad,Mumbai,1398,28.08,28.6,90.3,69.5,Economy,Road,2202.43,57.6
Delhi,Mumbai,361,29.67,50.2,29.1,65.2,Express,Rail,452.19,11.6
Bangalore,Mumbai,707,35.01,35.8,11.9,9.6,Economy,Road,955.76,42.0
Mumbai,Delhi,1685,94.75,35.8,86.6,10.1,Express,Rail,7377.03,29.9
Delhi,Hyderabad,1334,81.87,69.1,94.9,42.4,Economy,Road,4450.48,66.8
Mumbai,Ahmedabad,1164,32.41,53.5,82.2,94.4,Express,Road,7373.62,42.2
Hyderabad,Chennai,869,35.26,75.6,74.3,34.5,Normal,Road,1723.26,29.6
Ahmedabad,Pune,900,75.77,39.0,95.2,89.9,Normal,Rail,2167.53,28.3
Delhi,Ahmedabad,354,41.25,6.7,79.5,16.4,Normal,Road,780.56,25.5
Hyderabad,Ahmedabad,1078,43.54,35.0,5.9,79.0,Normal,Rail,1531.87,27.1
Chennai,Delhi,351,60.91,67.7,52.6,39.1,Express,Rail,980.48,9.6
Bangalore,Hyderabad,751,21.97,96.6,7.3,93.7,Economy,Air,3475.09,6.9
Kolkata,Pune,1165,75.55,74.6,85.7,74.6,Express,Road,8310.41,34.5
Mumbai,Kolkata,1416,59.59,8.6,80.9,90.1,Express,Road,6184.01,38.0
Pune,Kolkata,841,47.58,55.9,38.5,55.1,Express,Rail,1956.46,15.6
Hyderabad,Ahmedabad,1078,4.0,61.2,36.7,43.0,Express,Air,8212.42,9.0
Chennai,Ahmedabad,585,48.18,19.8,51.4,83.3,Express,Air,11591.59,18.1
Kolkata,Bangalore,1854,15.86,23.3,25.0,44.9,Economy,Rail,707.93,66.7
Chennai,Kolkata,863,22.58,78.0,62.3,95.5,Express,Air,30541.66,12.8
Kolkata,Delhi,313,97.71,62.7,24.4,48.8,Economy,Rail,717.49,12.2
Pune,Bangalore,1536,52.92,73.7,47.7,11.5,Express,Rail,3850.13,25.0
Kolkata,Delhi,313,43.4,38.4,62.7,39.7,Normal,Road,746.71,26.4
Chennai,Hyderabad,801,65.75,24.9,93.5,6.5,Economy,Road,2043.22,43.0
Hyderabad,Pune,489,79.21,27.8,49.6,50.3,Economy,Road,1604.2,30.8
Ahmedabad,Chennai,1240,59.39,20.3,44.5,40.3,Express,Rail,3428.82,19.1
Kolkata,Hyderabad,1729,6.23,95.6,95.8,32.6,Normal,Road,5325.53,57.4
Chennai,Kolkata,863,99.36,73.4,68.3,60.7,Express,Road,6518.58,31.7
Bangalore,Kolkata,1159,51.25,17.8,40.9,42.2,Economy,Road,2517.72,54.8
Bangalore,Pune,1219,67.29,7.6,60.1,32.6,Normal,Road,4195.73,39.7
Chennai,Bangalore,1818,69.32,72.8,15.1,99.2,Express,Air,46434.49,15.1
Pune,Mumbai,1035,51.44,52.2,23.5,14.5,Express,Rail,2231.35,24.7
Hyderabad,Ahmedabad,1078,40.72,5.4,17.1,8.5,Economy,Rail,956.36,39.7
Mumbai,Ahmedabad,1164,36.26,67.6,54.3,75.0,Normal,Road,3475.62,38.5
Chennai,Delhi,351,7.41,43.2,9.1,56.5,Economy,Road,98.16,26.7
Kolkata,Pune,1165,27.9,65.3,8.2,57.9,Economy,Rail,715.01,38.8
Hyderabad,Pune,489,55.39,82.1,86.5,33.8,Economy,Road,1006.45,28.6
Delhi,Ahmedabad,354,53.9,84.5,23.2,11.7,Normal,Road,946.78,13.3
Mumbai,Pune,1509,83.64,15.4,55.6,71.1,Normal,Air,30800.01,9.5
Kolkata,Pune,1165,12.59,77.4,68.6,43.8,Normal,Road,2451.69,48.5
Mumbai,Pune,1509,50.39,84.2,16.8,14.7,Express,Air,26376.97,25.0
Delhi,Ahmedabad,354,72.76,43.9,57.5,78.8,Normal,Road,1408.61,13.9
Mumbai,Ahmedabad,1164,75.68,54.0,15.5,86.5,Express,Air,30415.15,25.1
Mumbai,Hyderabad,478,70.54,19.9,65.4,47.3,Express,Air,11385.5,5.4
Hyderabad,Bangalore,1863,0.64,75.8,80.3,81.6,Normal,Rail,5107.81,46.1
Bangalore,Chennai,1449,2.67,14.9,81.9,38.6,Normal,Rail,394.35,41.6
Ahmedabad,Delhi,555,66.31,49.9,30.5,10.2,Express,Rail,1499.53,30.0
Ahmedabad,Delhi,555,26.2,64.6,63.3,97.1,Normal,Road,2249.63,29.3
Bangalore,Ahmedabad,1506,74.91,99.9,32.4,22.7,Express,Rail,5547.23,36.7
Chennai,Mumbai,528,17.2,77.1,47.8,27.2,Economy,Air,2178.9,15.2
Pune,Mumbai,1035,9.22,84.5,12.7,99.7,Express,Rail,1025.34,31.3
Delhi,Ahmedabad,354,22.97,8.6,93.4,7.0,Normal,Rail,233.72,19.2
Kolkata,Ahmedabad,996,38.17,65.4,60.5,54.3,Normal,Air,10169.47,6.1
Bangalore,Ahmedabad,1506,80.91,7.4,10.1,89.7,Normal,Road,6401.41,60.2
Bangalore,Hyderabad,751,48.31,59.5,34.4,23.7,Economy,Road,1435.02,48.6
Mumbai,Bangalore,1816,11.11,71.8,45.2,9.9,Economy,Rail,495.46,48.3
Kolkata,Delhi,313,9.07,97.3,38.9,85.7,Normal,Rail,582.28,22.2
Kolkata,Hyderabad,1729,56.68,43.7,71.6,37.5,Economy,Road,3972.95,79.3
Chennai,Pune,757,21.51,27.2,28.2,5.1,Economy,Rail,399.95,35.7
Pune,Hyderabad,1952,40.72,38.1,73.3,73.2,Express,Air,29794.29,11.6
Ahmedabad,Mumbai,1398,96.17,87.6,77.5,71.0,Economy,Rail,3238.79,43.5
Bangalore,Pune,1219,74.75,58.2,38.2,55.0,Normal,Air,21611.91,23.8
Pune,Kolkata,841,45.6,13.8,71.6,99.1,Economy,Rail,934.47,44.1
Ahmedabad,Kolkata,461,39.36,94.0,45.9,39.7,Express,Air,6261.74,21.2
Ahmedabad,Kolkata,461,12.97,88.7,16.5,17.9,Economy,Rail,149.17,28.0
Hyderabad,Pune,489,26.67,33.7,24.8,61.3,Express,Air,4839.61,10.5
Hyderabad,Delhi,740,48.86,85.5,26.9,73.1,Normal,Air,8374.4,25.2
Pune,Bangalore,1536,95.4,60.4,19.3,35.6,Express,Air,50057.18,24.4
Pune,Chennai,498,1.21,68.3,79.5,80.6,Economy,Air,9189.93,21.7
Pune,Chennai,498,41.82,85.4,48.7,58.4,Normal,Air,6197.19,7.8
Mumbai,Pune,1509,23.48,9.5,75.3,53.6,Express,Road,2673.75,48.8
Chennai,Pune,757,68.2,95.3,91.8,82.9,Normal,Rail,3048.93,21.4
Chennai,Delhi,351,66.7,55.3,51.9,89.5,Normal,Air,5554.44,21.9
Hyderabad,Delhi,740,72.6,11.7,18.2,98.8,Express,Air,18680.69,13.2
Mumbai,Kolkata,1416,72.86,42.8,32.3,50.7,Economy,Air,21169.17,13.1
Chennai,Mumbai,528,19.36,29.9,16.1,64.6,Express,Road,754.94,30.9
Mumbai,Bangalore,1816,84.84,46.3,6.4,28.2,Economy,Air,31839.53,24.4
Delhi,Ahmedabad,354,14.42,90.5,19.2,89.3,Normal,Rail,356.7,27.3
Bangalore,Ahmedabad,1506,58.53,62.5,64.3,35.5,Economy,Road,3394.0,73.4
Kolkata,Delhi,313,30.48,54.4,77.2,28.6,Express,Air,3526.93,15.3
Mumbai,Pune,1509,97.21,16.0,34.4,97.3,Economy,Road,5780.86,69.4
Chennai,Delhi,351,56.41,50.5,84.9,35.1,Normal,Air,5123.04,5.9
Pune,Hyderabad,1952,88.93,79.1,55.4,93.3,Economy,Road,7530.11,92.1
Chennai,Hyderabad,801,73.11,95.7,95.6,49.5,Economy,Rail,1629.27,32.9
Chennai,Mumbai,528,15.0,35.8,33.2,55.8,Economy,Road,324.56,35.6
Ahmedabad,Bangalore,1075,77.07,73.5,97.2,80.7,Economy,Air,26430.17,24.6
Hyderabad,Pune,489,34.95,58.6,66.1,18.9,Express,Rail,733.61,10.5
Bangalore,Ahmedabad,1506,96.34,48.3,25.7,55.1,Economy,Rail,3407.56,60.1
Mumbai,Chennai,1808,16.45,95.1,32.7,85.8,Economy,Road,3496.97,66.1
Pune,Mumbai,1035,3.69,95.0,71.4,59.9,Economy,Air,15989.08,10.0
Ahmedabad,Mumbai,1398,96.17,84.7,21.3,15.5,Normal,Air,35064.21,8.5
Ahmedabad,Mumbai,1398,71.77,98.3,77.4,32.6,Normal,Road,4699.56,38.9
Ahmedabad,Pune,900,2.74,33.0,56.8,29.1,Express,Road,727.06,30.2
Pune,Ahmedabad,1794,88.86,64.8,36.0,19.9,Express,Air,57715.0,20.1
Chennai,Ahmedabad,585,95.72,89.1,8.1,15.9,Normal,Air,14104.79,7.7
Pune,Mumbai,1035,21.2,9.5,24.9,6.0,Normal,Road,1015.7,32.0
Bangalore,Chennai,1449,70.69,23.1,30.8,18.5,Express,Rail,4330.47,36.9
Mumbai,Bangalore,1816,76.87,18.4,95.9,7.9,Express,Road,11246.96,41.5
Pune,Ahmedabad,1794,90.04,45.5,41.6,58.0,Express,Air,58218.66,23.5
Kolkata,Delhi,313,28.21,29.0,94.6,42.0,Normal,Rail,252.38,9.8
Kolkata,Delhi,313,78.98,36.5,7.6,36.3,Express,Road,1850.27,20.9
Pune,Ahmedabad,1794,69.48,54.0,60.7,33.1,Economy,Rail,2696.01,64.8
Pune,Kolkata,841,57.53,72.0,14.4,73.3,Economy,Road,1869.47,40.0
Delhi,Hyderabad,1334,24.83,20.5,67.8,98.1,Economy,Rail,873.63,57.4
Ahmedabad,Hyderabad,1430,30.76,38.2,30.7,10.4,Express,Air,15855.25,9.7
Hyderabad,Ahmedabad,1078,87.1,23.9,39.6,78.3,Economy,Road,4067.21,63.0
Hyderabad,Kolkata,989,68.74,84.3,49.0,71.9,Express,Air,23847.9,6.9
Ahmedabad,Delhi,555,53.39,6.8,27.6,29.2,Normal,Air,7987.0,19.2
Ahmedabad,Chennai,1240,83.76,46.0,80.9,85.7,Normal,Road,4858.78,42.5
Hyderabad,Ahmedabad,1078,76.93,67.8,39.6,88.5,Economy,Rail,2084.46,38.3
Hyderabad,Bangalore,1863,49.84,62.7,86.0,15.2,Economy,Rail,2446.58,57.8
Kolkata,Pune,1165,33.47,44.1,18.6,88.0,Normal,Air,8976.24,6.6
Hyderabad,Kolkata,989,57.26,91.6,8.7,76.9,Normal,Air,15370.46,8.2
Bangalore,Mumbai,707,38.2,54.6,78.8,10.8,Express,Road,1933.31,31.2
Delhi,Hyderabad,1334,51.0,59.9,54.0,63.7,Economy,Road,2823.06,63.8
Mumbai,Hyderabad,478,12.12,28.4,84.5,62.4,Express,Rail,654.18,21.9
Ahmedabad,Chennai,1240,63.52,93.3,71.1,93.8,Economy,Road,6198.33,61.2
Hyderabad,Pune,489,14.98,39.7,66.1,94.6,Express,Air,8916.09,15.6
Kolkata,Pune,1165,23.87,59.7,42.6,28.1,Express,Air,9403.22,10.2
Kolkata,Ahmedabad,996,58.45,63.1,79.4,74.2,Normal,Rail,2138.34,34.1
Kolkata,Pune,1165,80.1,31.3,85.7,9.1,Normal,Air,25221.71,14.7
Pune,Hyderabad,1952,77.23,37.6,67.1,33.3,Normal,Rail,4968.98,41.8
Kolkata,Mumbai,1957,34.42,67.0,54.0,92.5,Express,Rail,6430.62,44.7
Chennai,Bangalore,1818,81.33,71.9,59.4,45.8,Express,Rail,6587.66,44.7
Ahmedabad,Delhi,555,41.96,98.7,57.5,40.9,Express,Rail,1274.44,16.2
Chennai,Bangalore,1818,84.18,70.9,10.4,47.1,Express,Road,12181.24,47.3
Pune,Chennai,498,88.08,70.2,86.7,35.0,Economy,Air,8994.58,16.2
Pune,Kolkata,841,16.09,23.1,73.0,52.6,Normal,Road,706.62,35.4
Hyderabad,Mumbai,618,95.42,36.6,77.8,74.2,Economy,Road,2483.79,47.9
Pune,Delhi,1004,19.96,48.6,34.8,68.7,Normal,Road,1116.34,34.1
Chennai,Mumbai,528,14.4,17.2,30.4,51.3,Normal,Rail,241.43,13.2
Bangalore,Hyderabad,751,36.02,40.0,71.0,98.7,Economy,Road,1528.06,41.1
Mumbai,Ahmedabad,1164,42.1,34.4,94.0,80.3,Express,Rail,2883.02,20.6
Delhi,Chennai,365,55.33,28.7,68.0,13.9,Express,Road,1507.88,26.4
Pune,Delhi,1004,3.45,74.8,14.8,19.6,Economy,Air,897.38,19.8
Hyderabad,Bangalore,1863,29.96,44.8,71.0,28.6,Economy,Rail,1305.0,67.7
